"reference","start","end","identity"
"ref3","3857","3916","99"
"ref4","6006","6198","80"
"ref3","8717","8948","92"
"ref2","1679","1865","90"
"ref5","9075","9114","82"
"ref3","6990","7132","81"
"ref4","5704","5808","82"
"ref1","7086","7120","100"
"ref5","8504","8617","100"
"ref5","6852","6928","90"
"ref3","5219","5448","96"
"ref2","8856","9188","88"
"ref4","4779","4915","90"
"ref3","6424","6599","94"
"ref2","1794","1861","80"
"ref3","8574","8698","90"
"ref3","1806","2312","91"
"ref2","5273","5349","80"
"ref1","3336","3409","97"
"ref4","4305","4317","87"
"ref2","8963","9088","83"
"ref3","8048","8215","92"
"ref1","249","466","83"
"ref5","3938","4075","97"
"ref3","4438","4474","93"
"ref3","2427","2555","88"
"ref3","8261","8339","98"
"ref5","7134","7231","86"
"ref1","1921","1996","92"
"ref4","8644","8708","81"
"ref1","3720","3798","89"
"ref5","8046","8068","82"
"ref4","8662","8699","95"
"ref5","5544","5592","84"
"ref5","5347","5386","84"
"ref2","7879","7932","86"
"ref2","3948","4947","87"
"ref1","5678","5776","84"
"ref1","8288","8446","84"
"ref5","8504","8625","85"
"ref4","7423","7775","87"
"ref3","1657","1674","82"
"ref4","3309","3967","91"
"ref1","9897","9903","93"
"ref4","7158","7279","81"
"ref3","8097","8244","89"
"ref5","446","626","94"
"ref5","4924","5042","88"
"ref1","4024","4059","100"
"ref5","2167","2191","92"
"ref1","1749","1822","84"
"ref3","5590","5801","80"
"ref3","3346","3645","82"
"ref4","991","1100","94"
"ref4","4115","4865","80"
"ref1","7821","7855","90"
"ref4","2060","2408","87"
"ref2","2111","2142","82"
"ref2","8157","8181","81"
"ref2","6550","6773","98"
"ref2","199","229","84"
"ref3","8461","8484","97"
"ref4","454","655","96"
"ref2","7227","7306","92"
"ref2","3388","3687","96"
"ref2","183","292","90"
"ref4","3574","3707","80"
"ref4","3998","4030","100"
"ref5","2241","2377","94"
"ref3","7904","8503","99"
"ref1","7534","7629","94"
"ref5","6084","6154","83"
"ref5","1868","2074","89"
"ref5","7484","7711","99"
"ref2","3535","3745","100"
"ref5","8436","8491","88"
"ref2","91","440","85"
"ref2","674","743","93"
"ref1","2109","2412","81"
"ref3","4692","5173","83"
"ref1","140","294","92"
"ref5","6541","6629","99"
"ref2","5773","5883","96"
"ref5","2503","2585","98"
"ref3","2918","3081","80"
"ref4","3631","3688","94"
"ref3","8671","9181","92"
"ref4","8619","8782","98"
"ref4","7598","7640","95"
"ref5","1644","1771","83"
"ref5","9568","9664","90"
"ref1","3039","3074","91"
"ref1","9487","9568","86"
"ref1","8387","8408","95"
"ref1","3698","3764","96"
"ref1","6190","7189","94"
"ref1","5463","5733","99"
"ref2","8789","9543","87"
"ref5","8219","8255","82"
"ref1","3131","3228","80"
"ref3","1276","1778","98"
"ref2","2567","2727","100"
"ref4","3249","3297","86"
"ref4","6877","6909","93"
"ref4","6856","6901","92"
"ref1","554","692","82"
"ref3","4592","4606","94"
"ref3","4052","4587","88"
"ref2","3580","3630","85"
"ref5","7142","7188","90"
"ref3","4116","4423","92"
"ref1","8781","8899","92"
"ref2","1397","1579","99"
"ref4","7482","7509","100"
"ref4","3241","3825","91"
"ref1","3105","3142","91"
"ref1","8764","8799","87"
"ref4","6066","6273","98"
"ref1","2441","2526","98"
"ref4","6620","6783","87"
"ref1","8153","8413","88"
"ref3","3151","3383","88"
"ref3","2028","2132","98"
"ref5","2947","3008","94"
"ref5","8907","9641","80"
"ref3","8054","8180","89"
"ref3","722","779","81"
"ref3","9680","9732","100"
"ref2","4246","4508","99"
"ref1","7305","7691","92"
"ref2","2320","2770","83"
"ref2","3867","4001","93"
"ref1","9709","9769","97"
"ref5","7040","7071","90"
"ref3","3102","3184","98"
"ref5","797","866","89"
"ref1","8351","8491","84"
"ref4","6014","6024","81"
"ref3","2383","2401","83"
"ref3","2432","2489","96"
"ref4","1853","1942","90"
"ref1","4775","4795","97"
"ref1","1068","1446","93"
"ref1","2001","2651","87"
"ref3","8553","8614","87"
"ref3","3209","3257","93"
"ref2","6021","6140","91"
"ref1","1820","1911","93"
"ref1","4124","4177","84"
"ref5","643","767","95"
"ref4","1200","1251","92"
"ref3","447","557","85"
"ref3","5281","5298","90"
"ref2","956","981","80"
"ref3","5150","5158","84"
"ref1","4369","4618","93"
"ref5","4377","4546","91"
"ref4","6786","6905","100"
"ref4","4323","4370","86"
"ref1","7925","7960","84"
"ref1","2059","2151","81"
"ref5","747","1746","100"
"ref1","8964","8994","81"
"ref2","9903","9929","80"
"ref1","5154","5218","89"
"ref3","9037","9119","86"
"ref2","7013","7523","100"
"ref5","3948","3988","80"
"ref5","8339","8431","95"
"ref2","790","814","94"
"ref4","9889","9977","88"
"ref1","1683","1741","92"
"ref1","2103","2256","87"
"ref3","7339","7387","83"
"ref4","5759","5873","95"
"ref3","814","1380","90"
"ref3","1274","1292","95"
"ref2","3684","3953","100"
"ref3","179","205","87"
"ref4","4326","4413","84"
"ref1","3164","3216","92"
"ref4","1201","1471","100"
"ref4","5703","5740","91"
"ref2","5747","5815","99"
"ref2","6356","6499","93"
"ref1","8043","8101","100"
"ref2","8500","8942","93"
"ref5","7154","7251","100"
"ref2","8769","8850","96"
"ref1","8890","8934","91"
"ref1","6071","6252","82"
"ref2","7761","7769","99"
"ref4","6393","6808","98"
"ref1","9285","9320","97"
"ref5","191","462","95"
"ref4","6782","6824","91"
"ref5","2031","2075","91"
"ref2","7227","7431","90"
"ref5","8425","8948","88"
"ref5","3938","3970","83"
"ref4","2205","2310","91"
"ref5","8687","8809","87"
"ref1","2842","2872","86"
"ref5","2339","2382","86"
"ref2","721","831","80"
"ref3","1290","2289","81"
"ref3","7586","7622","94"
"ref1","4498","4538","97"
"ref2","2538","3190","85"
"ref2","6178","6391","95"
"ref1","8151","8233","83"
"ref5","1243","1533","100"
"ref2","485","578","87"
"ref1","6471","6533","87"
"ref4","2634","2835","87"
"ref2","8913","8928","81"
"ref5","9002","9101","94"
"ref3","5462","5477","89"
"ref4","4945","4976","89"
"ref4","2903","3109","81"
"ref4","1645","1994","84"
"ref2","9560","9561","90"
"ref5","7569","7917","84"
"ref2","7995","8604","95"
"ref4","8715","8877","92"
"ref1","5591","5638","98"
"ref1","5604","5642","89"
"ref3","3247","3456","95"
"ref5","6965","7647","87"
"ref5","8695","8769","96"
"ref5","5352","5387","85"
"ref4","3213","3232","86"
"ref2","6727","6787","99"
"ref4","2090","2199","80"
"ref2","9735","9879","100"
"ref2","8740","8871","92"
"ref3","2317","2841","89"
"ref2","2001","2014","87"
"ref5","7872","8270","83"
"ref1","8485","8592","86"
"ref1","8441","8621","90"
"ref1","8743","8845","84"
"ref5","6327","6357","97"
"ref4","756","792","88"
"ref2","545","876","88"
"ref2","4133","4388","99"
"ref4","3338","3457","93"
"ref4","5666","5683","86"
"ref1","560","1285","88"
"ref1","657","769","84"
"ref2","1083","1389","100"
"ref5","774","807","80"
"ref1","2236","2301","96"
"ref5","2632","2694","92"
"ref2","3164","3343","90"
"ref4","5191","5231","92"
"ref3","6156","6335","94"
"ref4","5485","5635","96"
"ref5","6805","6976","81"
"ref4","638","683","92"
"ref5","3238","3309","95"
"ref5","139","728","87"
"ref3","5040","5152","89"
"ref2","4980","5103","87"
"ref5","4249","4287","92"
"ref4","8916","8958","90"
"ref3","5893","5937","99"
"ref2","9889","9919","85"
"ref2","2419","2713","98"
"ref1","7796","8021","99"
"ref4","2760","2969","98"
"ref2","5455","5650","97"
"ref4","3459","3521","91"
"ref2","3243","3250","82"
"ref5","9184","9478","83"
"ref4","1714","1847","93"
"ref5","6503","6512","94"
"ref1","9489","9559","97"
"ref4","3507","3540","100"
"ref1","4025","4107","99"
"ref1","7969","8113","87"
"ref5","9647","9878","96"
"ref2","3340","3380","93"
"ref4","8572","8909","82"
"ref2","8654","8732","84"
"ref4","3919","4212","97"
"ref1","828","951","80"
"ref4","7256","7312","82"
"ref1","4631","5032","87"
"ref4","4455","4530","89"
"ref5","8188","8657","81"
"ref1","7568","7746","84"
"ref2","538","1136","97"
"ref2","5439","5693","92"
"ref2","8693","8958","85"
"ref5","342","381","91"
"ref4","3139","3245","97"
"ref5","1663","1888","93"
"ref2","606","818","98"
"ref2","3642","4067","95"
"ref2","8670","8729","92"
"ref1","1940","2177","85"
"ref1","8788","8797","100"
"ref5","2463","2674","87"
"ref2","5543","5882","95"
"ref2","6378","6412","89"
"ref3","5706","5928","99"
"ref4","5176","5253","88"
"ref5","4158","4609","82"
"ref1","6628","6719","89"
"ref2","3820","4108","80"
"ref5","6882","6961","92"
"ref2","9709","9720","98"
"ref3","3760","3881","88"
"ref1","3759","3823","85"
"ref4","2979","3039","84"
"ref2","9167","9287","92"
"ref2","3380","3549","91"
"ref5","6843","6996","87"
"ref4","9398","9547","88"
"ref3","626","868","80"
"ref2","8874","9037","99"
"ref4","8444","8538","99"
"ref2","9502","9556","94"
"ref4","2156","2179","81"
"ref2","6249","6406","90"
"ref3","3365","3434","85"
"ref1","5297","5449","87"
"ref2","2341","2493","91"
"ref4","6246","6429","95"
"ref4","3488","3650","94"
"ref5","5993","6440","96"
"ref5","8371","8428","90"
"ref5","2834","3155","88"
"ref4","3989","4216","89"
"ref2","6609","6653","93"
"ref1","1367","1440","87"
"ref1","3298","3347","92"
"ref3","5163","5206","99"
"ref2","5125","5271","87"
"ref1","9513","9623","84"
"ref1","5519","5598","95"
"ref1","3346","4189","94"
"ref3","3369","3593","81"
"ref2","3767","3793","95"
"ref5","6179","6353","99"
"ref4","3801","3849","90"
"ref5","7180","7336","84"
"ref4","1470","1945","97"
"ref2","5888","5927","89"
"ref2","1989","2041","100"
"ref2","1448","1739","90"
"ref3","3395","3488","81"
"ref4","5127","5306","98"
"ref1","625","661","96"
"ref2","7230","7280","81"
"ref2","8322","8461","85"
"ref4","3906","3963","83"
"ref2","7158","7425","99"
"ref1","5542","5563","90"
"ref3","1339","1744","85"
"ref3","3221","3226","92"
"ref2","1466","1510","88"
"ref3","1164","1604","82"
"ref4","2670","2781","87"
"ref5","7949","8114","80"
"ref3","965","991","98"
"ref2","3325","3669","86"
"ref3","7362","7560","91"
"ref4","4287","4687","87"
"ref2","8699","8706","80"
"ref5","1642","1828","87"
"ref5","2494","2590","86"
"ref1","5374","5509","80"
"ref1","3005","3031","96"
"ref3","1164","1218","82"
"ref1","1339","1362","85"
"ref3","2905","3003","97"
"ref2","7953","7956","89"
"ref5","8215","8279","98"
"ref3","5718","5722","81"
"ref1","1954","1971","90"
"ref5","3668","3754","92"
"ref5","686","711","100"
"ref2","5615","5984","81"
"ref4","7156","7210","84"
"ref3","3789","3856","88"
"ref5","7044","7231","89"
"ref1","8392","8445","81"
"ref4","5040","5112","96"
"ref5","3654","3726","90"
"ref1","7916","8039","96"
"ref5","2391","3011","95"
"ref4","1117","1219","92"
"ref5","3432","3497","96"
"ref3","2376","2546","89"
"ref3","2916","2955","86"
"ref1","4566","4632","89"
"ref5","456","593","91"
"ref4","6272","6345","83"
"ref1","2562","2606","89"
"ref2","5213","5380","80"
"ref1","3508","3654","83"
"ref5","2859","2901","93"
"ref4","6296","6367","92"
"ref4","4657","4876","94"
"ref1","7580","7913","90"
"ref5","7135","7240","89"
"ref4","9227","9696","84"
"ref1","6783","6832","87"
"ref5","6839","6857","88"
"ref4","3119","3246","85"
"ref2","8777","8905","94"
"ref3","6235","6814","100"
"ref5","4089","4318","93"
"ref4","7970","8425","86"
"ref1","7515","7899","91"
"ref3","9672","9706","89"
"ref5","5401","5515","86"
"ref4","7021","7146","81"
"ref1","2427","2492","91"
"ref1","6484","6530","100"
"ref5","6388","6601","96"
"ref3","6898","7122","99"
"ref4","6520","6673","99"
"ref2","4592","4691","83"
"ref1","3784","3862","96"
"ref3","1540","1555","96"
"ref2","8632","8944","88"
"ref3","5399","5461","89"
"ref4","8514","8544","80"
"ref2","4038","4200","89"
"ref4","9829","9852","83"
"ref4","5067","5087","80"
"ref3","5905","6001","97"
"ref2","2980","3027","94"
"ref2","6474","6687","90"
"ref2","9034","9216","85"
"ref3","749","789","84"
"ref3","9765","9842","80"
"ref2","5468","5605","88"
"ref3","638","681","87"
"ref4","1726","1855","93"
"ref1","9147","9713","80"
"ref2","6599","6734","95"
"ref2","7764","7890","84"
"ref5","4633","5190","92"
"ref4","8950","9165","98"
"ref1","9143","9155","92"
"ref5","4108","4324","95"
"ref2","9951","9998","83"
"ref3","1299","1387","91"
"ref4","8260","8348","100"
"ref2","7269","7479","99"
"ref2","4088","4364","85"
"ref2","4851","5000","93"
"ref4","8693","9692","92"
"ref2","8833","8906","99"
"ref4","950","1461","92"
"ref4","91","276","97"
"ref1","9507","9811","99"
"ref4","2633","2678","83"
"ref3","7846","7938","81"
"ref3","6441","6756","81"
"ref3","5485","5696","80"
"ref4","4927","5325","90"
"ref4","4086","4212","84"
"ref4","8986","9030","95"
"ref4","8581","8780","81"
"ref1","6328","6491","99"
"ref5","3141","3341","86"
"ref5","2148","2193","82"
"ref2","4388","5040","100"
"ref2","9353","9380","96"
"ref1","6217","6246","93"
"ref4","5023","5220","86"
"ref5","9648","9664","97"
"ref5","8026","8045","82"
"ref2","7136","7430","90"
"ref2","5625","5671","96"
"ref2","3273","3325","94"
"ref4","1111","1252","93"
"ref3","6879","7099","100"
"ref2","5024","5073","99"
"ref3","5570","5649","97"
"ref1","1846","2094","98"
"ref1","9274","9841","88"
"ref3","8454","8474","92"
"ref1","259","294","84"
"ref2","8129","8385","80"
"ref5","8135","8587","92"
"ref4","5505","5862","89"
"ref3","1127","1299","96"
"ref2","8013","8044","84"
"ref4","7930","8208","88"
"ref2","1253","1355","80"
"ref5","83","242","96"
"ref4","7198","7292","88"
"ref2","5453","5635","84"
"ref1","1396","1444","99"
"ref5","9803","9906","99"
"ref2","3146","4145","92"
"ref5","9147","9178","82"
"ref5","9206","9504","94"
"ref2","8438","8562","95"
"ref5","1185","1398","90"
"ref3","129","257","85"
"ref2","9019","9133","94"
"ref1","3767","3867","86"
"ref3","6637","6657","92"
"ref5","1762","1949","81"
"ref5","8179","8263","94"
"ref5","3485","3505","90"
"ref1","1262","1312","81"
"ref1","5279","5572","97"
"ref5","2474","2517","97"
"ref2","8636","8677","85"
"ref5","5603","5615","84"
"ref4","8261","9053","82"
"ref1","3588","3645","94"
"ref1","4248","4679","94"
"ref4","2479","2672","99"
"ref1","611","710","84"
"ref3","4454","4794","89"
"ref3","6238","6612","98"
"ref5","2390","2572","99"
"ref1","8189","8291","91"
"ref5","9288","9347","94"
"ref2","6687","7043","88"
"ref2","1833","1913","99"
"ref4","4570","4614","92"
"ref3","7138","7367","84"
"ref2","9352","9484","94"
"ref5","386","447","84"
"ref1","9475","9550","97"
"ref1","805","1073","93"
"ref4","3021","3046","98"
"ref2","2334","2454","82"
"ref4","1676","1901","86"
"ref5","8853","8980","88"
"ref1","4726","5329","100"
"ref1","679","723","90"
"ref2","9904","9956","92"
"ref5","3210","3247","92"
"ref3","7952","8206","88"
"ref3","5955","6007","88"
"ref3","6595","6681","96"
"ref5","4526","4658","99"
"ref4","7420","7490","86"
"ref4","1369","1474","96"
"ref5","1731","1796","80"
"ref4","4531","4587","95"
"ref2","3880","4371","92"
"ref4","1413","1462","96"
"ref3","7703","7773","88"
"ref2","4322","4343","93"
"ref3","7557","7610","93"
"ref3","94","180","92"
"ref2","2447","2471","87"
"ref5","6297","6331","85"
"ref4","3400","3462","93"
"ref5","410","1087","86"
"ref4","6467","6486","98"
"ref4","4494","5212","80"
"ref3","8246","8324","99"
"ref5","5966","6005","95"
"ref4","2043","2097","85"
"ref3","6263","6476","97"
"ref2","7137","7627","95"
"ref1","27","69","85"
"ref5","5891","5941","89"
"ref4","8914","9913","86"
"ref3","7946","8220","92"
"ref5","4999","5016","96"
"ref1","2166","2451","100"
"ref1","9119","9208","98"
"ref4","6652","6740","92"
"ref4","6827","6888","84"
"ref5","7411","7529","82"
"ref2","8995","9266","85"
"ref1","545","571","97"
"ref1","2194","2708","80"
"ref2","6376","6397","92"
"ref1","7445","7624","89"
"ref2","6631","6677","86"
"ref4","1598","1716","80"
"ref5","1573","1578","100"
"ref3","6123","6681","81"
"ref2","8070","8635","90"
"ref5","4024","4064","90"
"ref5","2545","2602","89"
"ref1","6106","6134","97"
"ref1","5931","6075","87"
"ref1","5777","5800","91"
"ref2","6948","7534","98"
"ref2","133","177","96"
"ref4","4453","5452","83"
"ref1","6764","6834","84"
"ref3","1593","1657","85"
"ref3","393","515","89"
"ref3","8507","8692","93"
"ref1","3322","3557","85"
"ref1","3250","3305","94"
"ref5","3308","3331","97"
"ref4","8388","9387","84"
"ref5","2460","2542","100"
"ref5","2800","3139","98"
"ref3","3793","4117","100"
"ref2","5826","6323","91"
"ref4","7137","7441","98"
"ref4","319","458","95"
"ref5","137","532","94"
"ref5","4497","4650","86"
"ref4","823","924","85"
"ref1","200","320","85"
"ref5","2908","3091","80"
"ref1","1355","1507","90"
"ref2","1076","1132","86"
"ref5","8945","9363","99"
"ref5","7543","7630","83"
"ref1","9725","9730","83"
"ref5","1234","1247","98"
"ref1","4938","5043","91"
"ref2","7282","7316","97"
"ref5","2804","3803","93"
"ref3","6942","7113","95"
"ref3","4745","4932","100"
"ref1","5787","5883","89"
"ref3","1228","1593","80"
"ref3","5943","5961","99"
"ref4","8076","8191","92"
"ref5","558","612","98"
"ref1","168","364","80"
"ref3","3623","3700","97"
"ref4","3490","3603","89"
"ref2","6537","6877","99"
"ref1","277","296","81"
"ref1","4688","4723","100"
"ref5","7991","8090","85"
"ref3","4477","4679","85"
"ref2","631","645","97"
"ref5","9087","9104","92"
"ref3","7092","7182","89"
"ref1","1415","1533","92"
"ref5","1303","1407","99"
"ref4","2087","2537","90"
"ref1","7618","7726","97"
"ref2","3450","3747","91"
"ref1","3416","3580","100"
"ref1","179","194","83"
"ref3","501","548","100"
"ref1","5546","5759","98"
"ref2","5186","5227","91"
"ref1","1710","1882","80"
"ref5","1010","1048","88"
"ref5","8812","8837","94"
"ref1","2364","2585","90"
"ref4","6308","6325","84"
"ref5","2995","3850","94"
"ref1","264","415","90"
"ref5","4159","4259","88"
"ref2","7706","7842","95"
"ref3","5669","5783","94"
"ref1","2589","2730","94"
"ref3","4274","4339","82"
"ref4","8519","8631","93"
"ref2","5716","5923","93"
"ref4","28","122","85"
"ref2","4820","4848","100"
"ref5","9001","9032","84"
"ref4","1159","1201","94"
"ref5","8279","9018","88"
"ref1","928","984","81"
"ref1","4800","5018","84"
"ref5","9627","9735","85"
"ref3","8253","8272","99"
"ref2","4382","4438","80"
"ref3","3523","3603","96"
"ref4","47","98","80"
"ref2","3920","3930","87"
"ref1","6493","6532","87"
"ref1","6554","6585","98"
"ref5","200","287","93"
"ref1","8611","8631","82"
"ref4","8291","8336","82"
"ref2","857","1092","93"
"ref3","5405","5460","95"
"ref1","7025","7210","98"
"ref5","8713","8805","82"
"ref2","4967","5011","90"
"ref3","505","523","86"
"ref2","2383","2613","98"
"ref5","2504","2638","100"
"ref5","1516","1692","82"
"ref2","8350","8462","83"
"ref4","1492","1522","94"
"ref2","426","680","93"
"ref4","9687","9807","94"
"ref1","1572","1634","82"
"ref5","7556","7594","84"
"ref2","6148","6493","83"
"ref1","8842","9032","97"
"ref4","7908","7911","95"
"ref5","1996","2082","81"
"ref5","8574","8584","99"
"ref1","4522","4656","91"
"ref3","2380","2453","87"
"ref4","7835","7870","85"
"ref2","2840","2946","94"
"ref2","525","719","83"
"ref2","9493","9582","99"
"ref2","6663","6823","88"
"ref5","9345","9386","95"
"ref3","2540","2774","82"
"ref5","211","474","99"
"ref1","3205","3265","88"
"ref3","6910","7015","99"
"ref2","6956","7271","80"
"ref2","4542","4603","81"
"ref1","7176","7215","94"
"ref1","8120","8142","99"
"ref2","9144","9435","85"
"ref1","859","900","92"
"ref3","4384","4483","83"
"ref2","373","408","87"
"ref2","1537","1600","99"
"ref3","3107","3353","89"
"ref5","4240","4309","90"
"ref5","5828","5991","99"
"ref3","7627","7690","81"
